macro_domain,subdomain,micro_domain,audience_hint,problem_hint,format_hint,risk_level,priority,language,country,notes
angeln,angeln_v2_sub_2,Angeln ratgeber für Kleinunternehmer,kleinunternehmer,praktisch umsetzen,ratgeber,low,68,de,DE,auto v2 #1872
angeln,angeln_v2_sub_3,Angeln checkliste für Jugendliche,jugendliche,praktisch umsetzen,checkliste,low,69,de,DE,auto v2 #1873
angeln,angeln_v2_sub_4,Angeln planer für Anfaenger,anfaenger,praktisch umsetzen,planer,low,70,de,DE,auto v2 #1874
angeln,angeln_v2_sub_5,Angeln tagebuch für Einsteiger,einsteiger,praktisch umsetzen,tagebuch,low,71,de,DE,auto v2 #1875
angeln,angeln_v2_sub_6,Angeln workbook für Erwachsene,erwachsene,praktisch umsetzen,workbook,low,67,de,DE,auto v2 #1876
angeln,angeln_v2_sub_7,Angeln leitfaden für Familien,familien,praktisch umsetzen,leitfaden,low,68,de,DE,auto v2 #1877
angeln,angeln_v2_sub_8,Angeln vorlagenbuch für Berufstaetige,berufstaetige,praktisch umsetzen,vorlagenbuch,low,69,de,DE,auto v2 #1878
angeln,angeln_v2_sub_9,Angeln praxisbuch für Studenten,studenten,praktisch umsetzen,praxisbuch,low,70,de,DE,auto v2 #1879
angeln,angeln_v2_sub_10,Angeln arbeitsbuch für Senioren,senioren,praktisch umsetzen,arbeitsbuch,low,71,de,DE,auto v2 #1880
autismus,autismus_v2_sub_1,Autismus arbeitsbuch für Jugendliche,jugendliche,praktisch umsetzen,arbeitsbuch,low,64,de,DE,auto v2 #1881
autismus,autismus_v2_sub_1,Autismus ratgeber für Anfaenger,anfaenger,einfach und verständlich,ratgeber,low,65,de,DE,auto v2 #1882
autismus,autismus_v2_sub_1,Autismus checkliste für Einsteiger,einsteiger,mit übungen und checklisten,checkliste,low,66,de,DE,auto v2 #1883
autismus,autismus_v2_sub_1,Autismus planer für Erwachsene,erwachsene,für den alltag optimiert,planer,low,67,de,DE,auto v2 #1884
autismus,autismus_v2_sub_1,Autismus tagebuch für Familien,familien,schnell und effektiv umsetzen,tagebuch,low,68,de,DE,auto v2 #1885
autismus,autismus_v2_sub_1,Autismus workbook für Berufstaetige,berufstaetige,keine vorkenntnisse nötig,workbook,low,64,de,DE,auto v2 #1886
autismus,autismus_v2_sub_1,Autismus leitfaden für Studenten,studenten,mit vielen beispielen,leitfaden,low,65,de,DE,auto v2 #1887
autismus,autismus_v2_sub_1,Autismus vorlagenbuch für Senioren,senioren,schritt für schritt erklärt,vorlagenbuch,low,66,de,DE,auto v2 #1888
autismus,autismus_v2_sub_1,Autismus praxisbuch für Eltern,eltern,praktisch umsetzen,praxisbuch,low,67,de,DE,auto v2 #1889
autismus,autismus_v2_sub_1,Autismus arbeitsbuch für Kleinunternehmer,kleinunternehmer,einfach und verständlich,arbeitsbuch,low,68,de,DE,auto v2 #1890
autismus,autismus_v2_sub_2,Autismus ratgeber für Jugendliche,jugendliche,einfach und verständlich,ratgeber,low,69,de,DE,auto v2 #1891
autismus,autismus_v2_sub_3,Autismus checkliste für Anfaenger,anfaenger,einfach und verständlich,checkliste,low,70,de,DE,auto v2 #1892
autismus,autismus_v2_sub_4,Autismus planer für Einsteiger,einsteiger,einfach und verständlich,planer,low,71,de,DE,auto v2 #1893
autismus,autismus_v2_sub_5,Autismus tagebuch für Erwachsene,erwachsene,einfach und verständlich,tagebuch,low,72,de,DE,auto v2 #1894
autismus,autismus_v2_sub_6,Autismus workbook für Familien,familien,einfach und verständlich,workbook,low,68,de,DE,auto v2 #1895
autismus,autismus_v2_sub_7,Autismus leitfaden für Berufstaetige,berufstaetige,einfach und verständlich,leitfaden,low,69,de,DE,auto v2 #1896
autismus,autismus_v2_sub_8,Autismus vorlagenbuch für Studenten,studenten,einfach und verständlich,vorlagenbuch,low,70,de,DE,auto v2 #1897
autismus,autismus_v2_sub_9,Autismus praxisbuch für Senioren,senioren,einfach und verständlich,praxisbuch,low,71,de,DE,auto v2 #1898
autismus,autismus_v2_sub_10,Autismus arbeitsbuch für Eltern,eltern,einfach und verständlich,arbeitsbuch,low,72,de,DE,auto v2 #1899
bildung_soziales,bildung_soziales_v2_sub_1,Bildung Soziales arbeitsbuch für Anfaenger,anfaenger,einfach und verständlich,arbeitsbuch,low,50,de,DE,auto v2 #1900
bildung_soziales,bildung_soziales_v2_sub_1,Bildung Soziales ratgeber für Einsteiger,einsteiger,mit übungen und checklisten,ratgeber,low,51,de,DE,auto v2 #1901
bildung_soziales,bildung_soziales_v2_sub_1,Bildung Soziales checkliste für Erwachsene,erwachsene,für den alltag optimiert,checkliste,low,52,de,DE,auto v2 #1902
bildung_soziales,bildung_soziales_v2_sub_1,Bildung Soziales planer für Familien,familien,schnell und effektiv umsetzen,planer,low,53,de,DE,auto v2 #1903
bildung_soziales,bildung_soziales_v2_sub_1,Bildung Soziales tagebuch für Berufstaetige,berufstaetige,keine vorkenntnisse nötig,tagebuch,low,54,de,DE,auto v2 #1904
bildung_soziales,bildung_soziales_v2_sub_1,Bildung Soziales workbook für Studenten,studenten,mit vielen beispielen,workbook,low,50,de,DE,auto v2 #1905
bildung_soziales,bildung_soziales_v2_sub_1,Bildung Soziales leitfaden für Senioren,senioren,schritt für schritt erklärt,leitfaden,low,51,de,DE,auto v2 #1906
bildung_soziales,bildung_soziales_v2_sub_1,Bildung Soziales vorlagenbuch für Eltern,eltern,praktisch umsetzen,vorlagenbuch,low,52,de,DE,auto v2 #1907
bildung_soziales,bildung_soziales_v2_sub_1,Bildung Soziales praxisbuch für Kleinunternehmer,kleinunternehmer,einfach und verständlich,praxisbuch,low,53,de,DE,auto v2 #1908
bildung_soziales,bildung_soziales_v2_sub_1,Bildung Soziales arbeitsbuch für Jugendliche,jugendliche,mit übungen und checklisten,arbeitsbuch,low,54,de,DE,auto v2 #1909
bildung_soziales,bildung_soziales_v2_sub_2,Bildung Soziales ratgeber für Anfaenger,anfaenger,mit übungen und checklisten,ratgeber,low,55,de,DE,auto v2 #1910
bildung_soziales,bildung_soziales_v2_sub_3,Bildung Soziales checkliste für Einsteiger,einsteiger,mit übungen und checklisten,checkliste,low,56,de,DE,auto v2 #1911
bildung_soziales,bildung_soziales_v2_sub_4,Bildung Soziales planer für Erwachsene,erwachsene,mit übungen und checklisten,planer,low,57,de,DE,auto v2 #1912
bildung_soziales,bildung_soziales_v2_sub_5,Bildung Soziales tagebuch für Familien,familien,mit übungen und checklisten,tagebuch,low,58,de,DE,auto v2 #1913
bildung_soziales,bildung_soziales_v2_sub_6,Bildung Soziales workbook für Berufstaetige,berufstaetige,mit übungen und checklisten,workbook,low,54,de,DE,auto v2 #1914
bildung_soziales,bildung_soziales_v2_sub_7,Bildung Soziales leitfaden für Studenten,studenten,mit übungen und checklisten,leitfaden,low,55,de,DE,auto v2 #1915
bildung_soziales,bildung_soziales_v2_sub_8,Bildung Soziales vorlagenbuch für Senioren,senioren,mit übungen und checklisten,vorlagenbuch,low,56,de,DE,auto v2 #1916
bildung_soziales,bildung_soziales_v2_sub_9,Bildung Soziales praxisbuch für Eltern,eltern,mit übungen und checklisten,praxisbuch,low,57,de,DE,auto v2 #1917
bildung_soziales,bildung_soziales_v2_sub_10,Bildung Soziales arbeitsbuch für Kleinunternehmer,kleinunternehmer,mit übungen und checklisten,arbeitsbuch,low,58,de,DE,auto v2 #1918
frauen_gesundheit,frauen_gesundheit_v2_sub_1,Frauen Gesundheit arbeitsbuch für Einsteiger,einsteiger,mit übungen und checklisten,arbeitsbuch,low,51,de,DE,auto v2 #1919
frauen_gesundheit,frauen_gesundheit_v2_sub_1,Frauen Gesundheit ratgeber für Erwachsene,erwachsene,für den alltag optimiert,ratgeber,low,52,de,DE,auto v2 #1920
frauen_gesundheit,frauen_gesundheit_v2_sub_1,Frauen Gesundheit checkliste für Familien,familien,schnell und effektiv umsetzen,checkliste,low,53,de,DE,auto v2 #1921
frauen_gesundheit,frauen_gesundheit_v2_sub_1,Frauen Gesundheit planer für Berufstaetige,berufstaetige,keine vorkenntnisse nötig,planer,low,54,de,DE,auto v2 #1922
frauen_gesundheit,frauen_gesundheit_v2_sub_1,Frauen Gesundheit tagebuch für Studenten,studenten,mit vielen beispielen,tagebuch,low,55,de,DE,auto v2 #1923
frauen_gesundheit,frauen_gesundheit_v2_sub_1,Frauen Gesundheit workbook für Senioren,senioren,schritt für schritt erklärt,workbook,low,51,de,DE,auto v2 #1924
frauen_gesundheit,frauen_gesundheit_v2_sub_1,Frauen Gesundheit leitfaden für Eltern,eltern,praktisch umsetzen,leitfaden,low,52,de,DE,auto v2 #1925
frauen_gesundheit,frauen_gesundheit_v2_sub_1,Frauen Gesundheit vorlagenbuch für Kleinunternehmer,kleinunternehmer,einfach und verständlich,vorlagenbuch,low,53,de,DE,auto v2 #1926
frauen_gesundheit,frauen_gesundheit_v2_sub_1,Frauen Gesundheit praxisbuch für Jugendliche,jugendliche,mit übungen und checklisten,praxisbuch,low,54,de,DE,auto v2 #1927
frauen_gesundheit,frauen_gesundheit_v2_sub_1,Frauen Gesundheit arbeitsbuch für Anfaenger,anfaenger,für den alltag optimiert,arbeitsbuch,low,55,de,DE,auto v2 #1928
frauen_gesundheit,frauen_gesundheit_v2_sub_2,Frauen Gesundheit ratgeber für Einsteiger,einsteiger,für den alltag optimiert,ratgeber,low,56,de,DE,auto v2 #1929
frauen_gesundheit,frauen_gesundheit_v2_sub_3,Frauen Gesundheit checkliste für Erwachsene,erwachsene,für den alltag optimiert,checkliste,low,57,de,DE,auto v2 #1930
frauen_gesundheit,frauen_gesundheit_v2_sub_4,Frauen Gesundheit planer für Familien,familien,für den alltag optimiert,planer,low,58,de,DE,auto v2 #1931
frauen_gesundheit,frauen_gesundheit_v2_sub_5,Frauen Gesundheit tagebuch für Berufstaetige,berufstaetige,für den alltag optimiert,tagebuch,low,59,de,DE,auto v2 #1932
frauen_gesundheit,frauen_gesundheit_v2_sub_6,Frauen Gesundheit workbook für Studenten,studenten,für den alltag optimiert,workbook,low,55,de,DE,auto v2 #1933
frauen_gesundheit,frauen_gesundheit_v2_sub_7,Frauen Gesundheit leitfaden für Senioren,senioren,für den alltag optimiert,leitfaden,low,56,de,DE,auto v2 #1934
frauen_gesundheit,frauen_gesundheit_v2_sub_8,Frauen Gesundheit vorlagenbuch für Eltern,eltern,für den alltag optimiert,vorlagenbuch,low,57,de,DE,auto v2 #1935
frauen_gesundheit,frauen_gesundheit_v2_sub_9,Frauen Gesundheit praxisbuch für Kleinunternehmer,kleinunternehmer,für den alltag optimiert,praxisbuch,low,58,de,DE,auto v2 #1936
frauen_gesundheit,frauen_gesundheit_v2_sub_10,Frauen Gesundheit arbeitsbuch für Jugendliche,jugendliche,für den alltag optimiert,arbeitsbuch,low,59,de,DE,auto v2 #1937
fotobuch_erinnerungen,fotobuch_erinnerungen_v2_sub_1,Fotobuch Erinnerungen arbeitsbuch für Erwachsene,erwachsene,für den alltag optimiert,arbeitsbuch,low,52,de,DE,auto v2 #1938
fotobuch_erinnerungen,fotobuch_erinnerungen_v2_sub_1,Fotobuch Erinnerungen ratgeber für Familien,familien,schnell und effektiv umsetzen,ratgeber,low,53,de,DE,auto v2 #1939
fotobuch_erinnerungen,fotobuch_erinnerungen_v2_sub_1,Fotobuch Erinnerungen checkliste für Berufstaetige,berufstaetige,keine vorkenntnisse nötig,checkliste,low,54,de,DE,auto v2 #1940
fotobuch_erinnerungen,fotobuch_erinnerungen_v2_sub_1,Fotobuch Erinnerungen planer für Studenten,studenten,mit vielen beispielen,planer,low,55,de,DE,auto v2 #1941
fotobuch_erinnerungen,fotobuch_erinnerungen_v2_sub_1,Fotobuch Erinnerungen tagebuch für Senioren,senioren,schritt für schritt erklärt,tagebuch,low,56,de,DE,auto v2 #1942
fotobuch_erinnerungen,fotobuch_erinnerungen_v2_sub_1,Fotobuch Erinnerungen workbook für Eltern,eltern,praktisch umsetzen,workbook,low,52,de,DE,auto v2 #1943
fotobuch_erinnerungen,fotobuch_erinnerungen_v2_sub_1,Fotobuch Erinnerungen leitfaden für Kleinunternehmer,kleinunternehmer,einfach und verständlich,leitfaden,low,53,de,DE,auto v2 #1944
fotobuch_erinnerungen,fotobuch_erinnerungen_v2_sub_1,Fotobuch Erinnerungen vorlagenbuch für Jugendliche,jugendliche,mit übungen und checklisten,vorlagenbuch,low,54,de,DE,auto v2 #1945
fotobuch_erinnerungen,fotobuch_erinnerungen_v2_sub_1,Fotobuch Erinnerungen praxisbuch für Anfaenger,anfaenger,für den alltag optimiert,praxisbuch,low,55,de,DE,auto v2 #1946
fotobuch_erinnerungen,fotobuch_erinnerungen_v2_sub_1,Fotobuch Erinnerungen arbeitsbuch für Einsteiger,einsteiger,schnell und effektiv umsetzen,arbeitsbuch,low,56,de,DE,auto v2 #1947
fotobuch_erinnerungen,fotobuch_erinnerungen_v2_sub_2,Fotobuch Erinnerungen ratgeber für Erwachsene,erwachsene,schnell und effektiv umsetzen,ratgeber,low,57,de,DE,auto v2 #1948
fotobuch_erinnerungen,fotobuch_erinnerungen_v2_sub_3,Fotobuch Erinnerungen checkliste für Familien,familien,schnell und effektiv umsetzen,checkliste,low,58,de,DE,auto v2 #1949
fotobuch_erinnerungen,fotobuch_erinnerungen_v2_sub_4,Fotobuch Erinnerungen planer für Berufstaetige,berufstaetige,schnell und effektiv umsetzen,planer,low,59,de,DE,auto v2 #1950
fotobuch_erinnerungen,fotobuch_erinnerungen_v2_sub_5,Fotobuch Erinnerungen tagebuch für Studenten,studenten,schnell und effektiv umsetzen,tagebuch,low,60,de,DE,auto v2 #1951
fotobuch_erinnerungen,fotobuch_erinnerungen_v2_sub_6,Fotobuch Erinnerungen workbook für Senioren,senioren,schnell und effektiv umsetzen,workbook,low,56,de,DE,auto v2 #1952
fotobuch_erinnerungen,fotobuch_erinnerungen_v2_sub_7,Fotobuch Erinnerungen leitfaden für Eltern,eltern,schnell und effektiv umsetzen,leitfaden,low,57,de,DE,auto v2 #1953
fotobuch_erinnerungen,fotobuch_erinnerungen_v2_sub_8,Fotobuch Erinnerungen vorlagenbuch für Kleinunternehmer,kleinunternehmer,schnell und effektiv umsetzen,vorlagenbuch,low,58,de,DE,auto v2 #1954
fotobuch_erinnerungen,fotobuch_erinnerungen_v2_sub_9,Fotobuch Erinnerungen praxisbuch für Jugendliche,jugendliche,schnell und effektiv umsetzen,praxisbuch,low,59,de,DE,auto v2 #1955
fotobuch_erinnerungen,fotobuch_erinnerungen_v2_sub_10,Fotobuch Erinnerungen arbeitsbuch für Anfaenger,anfaenger,schnell und effektiv umsetzen,arbeitsbuch,low,60,de,DE,auto v2 #1956
haushalt_senioren,haushalt_senioren_v2_sub_1,Haushalt Senioren arbeitsbuch für Familien,familien,schnell und effektiv umsetzen,arbeitsbuch,low,53,de,DE,auto v2 #1957
haushalt_senioren,haushalt_senioren_v2_sub_1,Haushalt Senioren ratgeber für Berufstaetige,berufstaetige,keine vorkenntnisse nötig,ratgeber,low,54,de,DE,auto v2 #1958
haushalt_senioren,haushalt_senioren_v2_sub_1,Haushalt Senioren checkliste für Studenten,studenten,mit vielen beispielen,checkliste,low,55,de,DE,auto v2 #1959
haushalt_senioren,haushalt_senioren_v2_sub_1,Haushalt Senioren planer für Senioren,senioren,schritt für schritt erklärt,planer,low,56,de,DE,auto v2 #1960
haushalt_senioren,haushalt_senioren_v2_sub_1,Haushalt Senioren tagebuch für Eltern,eltern,praktisch umsetzen,tagebuch,low,57,de,DE,auto v2 #1961
haushalt_senioren,haushalt_senioren_v2_sub_1,Haushalt Senioren workbook für Kleinunternehmer,kleinunternehmer,einfach und verständlich,workbook,low,53,de,DE,auto v2 #1962
haushalt_senioren,haushalt_senioren_v2_sub_1,Haushalt Senioren leitfaden für Jugendliche,jugendliche,mit übungen und checklisten,leitfaden,low,54,de,DE,auto v2 #1963
haushalt_senioren,haushalt_senioren_v2_sub_1,Haushalt Senioren vorlagenbuch für Anfaenger,anfaenger,für den alltag optimiert,vorlagenbuch,low,55,de,DE,auto v2 #1964
haushalt_senioren,haushalt_senioren_v2_sub_1,Haushalt Senioren praxisbuch für Einsteiger,einsteiger,schnell und effektiv umsetzen,praxisbuch,low,56,de,DE,auto v2 #1965
haushalt_senioren,haushalt_senioren_v2_sub_1,Haushalt Senioren arbeitsbuch für Erwachsene,erwachsene,keine vorkenntnisse nötig,arbeitsbuch,low,57,de,DE,auto v2 #1966
haushalt_senioren,haushalt_senioren_v2_sub_2,Haushalt Senioren ratgeber für Familien,familien,keine vorkenntnisse nötig,ratgeber,low,58,de,DE,auto v2 #1967
haushalt_senioren,haushalt_senioren_v2_sub_3,Haushalt Senioren checkliste für Berufstaetige,berufstaetige,keine vorkenntnisse nötig,checkliste,low,59,de,DE,auto v2 #1968
haushalt_senioren,haushalt_senioren_v2_sub_4,Haushalt Senioren planer für Studenten,studenten,keine vorkenntnisse nötig,planer,low,60,de,DE,auto v2 #1969
haushalt_senioren,haushalt_senioren_v2_sub_5,Haushalt Senioren tagebuch für Senioren,senioren,keine vorkenntnisse nötig,tagebuch,low,61,de,DE,auto v2 #1970
haushalt_senioren,haushalt_senioren_v2_sub_6,Haushalt Senioren workbook für Eltern,eltern,keine vorkenntnisse nötig,workbook,low,57,de,DE,auto v2 #1971
haushalt_senioren,haushalt_senioren_v2_sub_7,Haushalt Senioren leitfaden für Kleinunternehmer,kleinunternehmer,keine vorkenntnisse nötig,leitfaden,low,58,de,DE,auto v2 #1972
haushalt_senioren,haushalt_senioren_v2_sub_8,Haushalt Senioren vorlagenbuch für Jugendliche,jugendliche,keine vorkenntnisse nötig,vorlagenbuch,low,59,de,DE,auto v2 #1973
haushalt_senioren,haushalt_senioren_v2_sub_9,Haushalt Senioren praxisbuch für Anfaenger,anfaenger,keine vorkenntnisse nötig,praxisbuch,low,60,de,DE,auto v2 #1974
haushalt_senioren,haushalt_senioren_v2_sub_10,Haushalt Senioren arbeitsbuch für Einsteiger,einsteiger,keine vorkenntnisse nötig,arbeitsbuch,low,61,de,DE,auto v2 #1975
familienorganisation,familienorganisation_v2_sub_1,Familienorganisation arbeitsbuch für Berufstaetige,berufstaetige,keine vorkenntnisse nötig,arbeitsbuch,low,54,de,DE,auto v2 #1976
familienorganisation,familienorganisation_v2_sub_1,Familienorganisation ratgeber für Studenten,studenten,mit vielen beispielen,ratgeber,low,55,de,DE,auto v2 #1977
familienorganisation,familienorganisation_v2_sub_1,Familienorganisation checkliste für Senioren,senioren,schritt für schritt erklärt,checkliste,low,56,de,DE,auto v2 #1978
familienorganisation,familienorganisation_v2_sub_1,Familienorganisation planer für Eltern,eltern,praktisch umsetzen,planer,low,57,de,DE,auto v2 #1979
familienorganisation,familienorganisation_v2_sub_1,Familienorganisation tagebuch für Kleinunternehmer,kleinunternehmer,einfach und verständlich,tagebuch,low,58,de,DE,auto v2 #1980
familienorganisation,familienorganisation_v2_sub_1,Familienorganisation workbook für Jugendliche,jugendliche,mit übungen und checklisten,workbook,low,54,de,DE,auto v2 #1981
familienorganisation,familienorganisation_v2_sub_1,Familienorganisation leitfaden für Anfaenger,anfaenger,für den alltag optimiert,leitfaden,low,55,de,DE,auto v2 #1982
familienorganisation,familienorganisation_v2_sub_1,Familienorganisation vorlagenbuch für Einsteiger,einsteiger,schnell und effektiv umsetzen,vorlagenbuch,low,56,de,DE,auto v2 #1983
familienorganisation,familienorganisation_v2_sub_1,Familienorganisation praxisbuch für Erwachsene,erwachsene,keine vorkenntnisse nötig,praxisbuch,low,57,de,DE,auto v2 #1984
familienorganisation,familienorganisation_v2_sub_1,Familienorganisation arbeitsbuch für Familien,familien,mit vielen beispielen,arbeitsbuch,low,58,de,DE,auto v2 #1985
familienorganisation,familienorganisation_v2_sub_2,Familienorganisation ratgeber für Berufstaetige,berufstaetige,mit vielen beispielen,ratgeber,low,59,de,DE,auto v2 #1986
familienorganisation,familienorganisation_v2_sub_3,Familienorganisation checkliste für Studenten,studenten,mit vielen beispielen,checkliste,low,60,de,DE,auto v2 #1987
familienorganisation,familienorganisation_v2_sub_4,Familienorganisation planer für Senioren,senioren,mit vielen beispielen,planer,low,61,de,DE,auto v2 #1988
familienorganisation,familienorganisation_v2_sub_5,Familienorganisation tagebuch für Eltern,eltern,mit vielen beispielen,tagebuch,low,62,de,DE,auto v2 #1989
familienorganisation,familienorganisation_v2_sub_6,Familienorganisation workbook für Kleinunternehmer,kleinunternehmer,mit vielen beispielen,workbook,low,58,de,DE,auto v2 #1990
familienorganisation,familienorganisation_v2_sub_7,Familienorganisation leitfaden für Jugendliche,jugendliche,mit vielen beispielen,leitfaden,low,59,de,DE,auto v2 #1991
familienorganisation,familienorganisation_v2_sub_8,Familienorganisation vorlagenbuch für Anfaenger,anfaenger,mit vielen beispielen,vorlagenbuch,low,60,de,DE,auto v2 #1992
familienorganisation,familienorganisation_v2_sub_9,Familienorganisation praxisbuch für Einsteiger,einsteiger,mit vielen beispielen,praxisbuch,low,61,de,DE,auto v2 #1993
familienorganisation,familienorganisation_v2_sub_10,Familienorganisation arbeitsbuch für Erwachsene,erwachsene,mit vielen beispielen,arbeitsbuch,low,62,de,DE,auto v2 #1994
mietrecht,mietrecht_v2_sub_1,Mietrecht arbeitsbuch für Studenten,studenten,mit vielen beispielen,arbeitsbuch,low,55,de,DE,auto v2 #1995
mietrecht,mietrecht_v2_sub_1,Mietrecht ratgeber für Senioren,senioren,schritt für schritt erklärt,ratgeber,low,56,de,DE,auto v2 #1996
mietrecht,mietrecht_v2_sub_1,Mietrecht checkliste für Eltern,eltern,praktisch umsetzen,checkliste,low,57,de,DE,auto v2 #1997
mietrecht,mietrecht_v2_sub_1,Mietrecht planer für Kleinunternehmer,kleinunternehmer,einfach und verständlich,planer,low,58,de,DE,auto v2 #1998
mietrecht,mietrecht_v2_sub_1,Mietrecht tagebuch für Jugendliche,jugendliche,mit übungen und checklisten,tagebuch,low,59,de,DE,auto v2 #1999
